Внешний код,Название,ID,Основной раздел,Источник данных
О00000021207,"Электроснегоуборщик аккумуляторный DAEWOO DAST 5040Li Battery Set (40В,ЗУ+АКК )",1097123,Аккумуляторные снегоуборщики,Импорт 1С
О00000021880,"Набор бит ударных DeWalt DT7998T-QZ IMPACT Torsion PH2х50 мм, 5 шт.",1097124,Биты крестовые PH,Импорт 1С
О00000020995,Электрический рубанок BLACK+DECKER KW712,1097125,Электрические рубанки,Импорт 1С
О00000020996,Термопистолет Black+Decker KX 2001,1097126,Строительные фены,Импорт 1С
О00000020997,Пистолет горячего воздуха Black+Decker KX1650,1097127,Строительные фены,Импорт 1С
О00000021000,Шлифмашина ленточная Black Decker KA 86-QS,1097128,Ленточные шлифовальные машины,Импорт 1С
О00000021717,Дровокол «С полукольцом»,1097129,Дровоколы,Импорт 1С
О00000021777,"Инвертор СВАРОГ ARC 220 ""REAL SMART"" (Z28403)",1097130,Сварочные инверторы 220 В,Импорт 1С
О00000021752,"Рулетка с автостопом и магнитом 10 м х 25 мм ""Монтажник"" 602025  ",1097131,Рулетки,Импорт 1С
О00000021805,Виброплита реверсивная ТСС TSS-WP160H,1097132,Виброплиты,Импорт 1С
О00000021904,"Ручная пила цепная аккумуляторная Greenworks G40CS30, 2Ач",1097133,Аккумуляторные цепные пилы,Импорт 1С
О00000021923,Ручной дровокол GREENWEEN GW-DR4-T,1097134,Дровоколы,Импорт 1С
О00000021799,"Виброрейка бензиновая ТСС TSS- VTH-1,2",1097135,Виброрейки,Импорт 1С
X10991324,"Набор для компрессоров Hyundai AC 5 Set, 5 предметов",1097136,Наборы пневмоинструмента,Импорт 1С
О00000021808,"Фрезеровальная машина TSS-MS8-L (Ш) ТСС, двигатель: Loncin G200F",1097137,Затирочные машины,Импорт 1С
О00000021893,Плиткорез-карандаш ручной BIBER 55521,1097138,Плиткорезы,Импорт 1С
О00000021888,Стеклорез алмазный SPARTA 872405,1097139,Стеклорезы,Импорт 1С
О00000021763,"Масляный радиатор ZERTEN UZS-15, мощность: 1500 Вт",1097140,Масляные радиаторы,Импорт 1С
О00000021934,Винтоверт  MAKITA TD0100,1097141,Сетевые шуруповерты,Импорт 1С
О00000021912,Электрогенератор Hyundai HHY10000FE ATS,1097142,Бензиновые генераторы,Импорт 1С
О00000021878,"Набор пневмоинструментов DEKO Premium 018-0908, 34 предмета",1097143,Наборы пневмоинструмента,Импорт 1С
О00000021292,Электрический рубанок Rebir IE 5708 М,1097144,Электрические рубанки,Импорт 1С
О00000021806,"Вибротрамбовка бензиновая ТСС TSS RM80H, подошва: 345х290 мм, глубина уплотнения: 650 мм",1097145,Вибротрамбовки,Импорт 1С
О00000021815,"Виброплита ТСС TSS-WP90TL (колесный комплект, бак)",1097146,Виброплиты,Импорт 1С
О00000021748,"Рулетка с магнитом ""Монтажник"" 601025 10 м х 25 мм",1097147,Рулетки,Импорт 1С
О00000021816,Виброплита реверсивная ТСС T SS-WP170H,1097148,Виброплиты,Импорт 1С
О00000021872,Набор пневмоинструментов  Mekkan MK41001,1097149,Наборы пневмоинструмента,Импорт 1С
О00000021796,"Телескопическая виброрейка ТСС ВР 2-3,5",1097150,Виброрейки,Импорт 1С
О00000021916,Дровокол ударно-инерционный Kolundrov Стилет stilet/1,1097151,Дровоколы,Импорт 1С
О00000021753,"Рулетка с автостопом и магнитом 3 м х 16 мм ""Монтажник"" 602316  ",1097152,Рулетки,Импорт 1С
О00000021802,Виброплита ТСС TSS-RP300D,1097153,Виброплиты,Импорт 1С
О00000021909,Мотобур без шнека FUBAG FPB 52 38272,1097154,Мотобуры,Импорт 1С
О00000021812,"Лопасти для ТСС DMD, DMR 600 (комплект из 4 лопастей)",1097155,Затирочные машины,Импорт 1С
О00000021881,"Набор пневмоинструмента Matrix 57304, 5 предметов",1097156,Наборы пневмоинструмента,Импорт 1С
X169752330,Компрессор с ременной передачей КРАТОН АС-440-100-BDV,1097157,Компрессоры воздушные,Импорт 1С
О00000021793,"Привод к глубинному вибратору электрический с УЗО ТСС ЭП-2,2/220",1097158,Приводы к глубинным вибраторам,Импорт 1С
О00000021918,Мини-дровокол ручной GreenWeen GW-DR1-T,1097159,Дровоколы,Импорт 1С
О00000021869,"Набор пневмоинструментов ELITECH 0704.012000, 5 предметов",1097160,Наборы пневмоинструмента,Импорт 1С
О00000021800,Виброрейка бензиновая  ТСС TSS- VTZ-1.2,1097161,Виброрейки,Импорт 1С
О00000021749,"Рулетка с магнитом 3мх19мм ""Монтажник"" 601319  ",1097162,Рулетки,Импорт 1С
О00000021932,"Шина CHAMPION 952903 16""-3/8-1,3-56",1097163,Шины для бензопил,Импорт 1С
О00000021894,Топор-колун PATRIOT T21 PA 711 Logger 777001330,1097164,Топоры,Импорт 1С
О00000021814,Промышленный резчик швов с бензиновым двигателем TSS RH-450L ТСС,1097165,Нарезчики швов,Импорт 1С
Х15265,Электрододержатель ESAB PRIMA 200,1097166,Электрододержатели,Импорт 1С
О00000021755,"Рулетка с автостопом и магнитом 7,5 м х 25 мм ""Монтажник"" 602725  ",1097167,Рулетки,Импорт 1С
О00000021906,"Мотобур ЗУБР МБ2-300, 3.3 л.с.",1097168,Мотобуры,Импорт 1С
О00000021797,Рейка для TSS-VT L-4.0,1097169,Для виброрейки,Импорт 1С
О00000021803,Виброплита ТСС TSS-WP60L (колесный комплект),1097170,Виброплиты,Импорт 1С
О00000021754,"Рулетка с автостопом и магнитом 5 м х 25 мм ""Монтажник"" 602525  ",1097171,Рулетки,Импорт 1С
О00000021919,"Ручной мини-дровокол универсальный, графитовый GreenWeen GW-DR5-T",1097172,Дровоколы,Импорт 1С
О00000021794,Гибкий вал с вибронаконечником (булавой) ТСС ВВН 3/35ДУ для наконечника вибратора,1097173,Валы и вибронаконечники,Импорт 1С
О00000021809,Барабан с фрезами TSS MS200 (Ш) ТСС,1097174,Для фрезеровальных машин,Импорт 1С
