Внешний код,Название,ID,Основной раздел,Источник данных
Х1519212,"Пазовая конструкционная фреза ЭНКОР 10515 (T-образная, 9,5 мм, хвостовик 8 мм)",458050,Пазовые фрезы,Импорт 1С
Х1519244,"Кромочная калевочная фреза ЭНКОР 10543 (57,1x29 мм, хвостовик 12)",458059,Фрезы кромочные,Импорт 1С
Х1519232,"Пазовая фасонная фреза ЭНКОР 9293, 38.1x19 мм",458094,Пазовые фрезы,Импорт 1С
Х13235974,"Скобы BOSCH 1.609.200.366 (тип 53, 10 мм)",458106,Скобы для электрических степлеров,Импорт 1С
Х1308810,"Скобы BOSCH 1.609.200.367 (тип 53, 12 мм)",458107,Скобы для электрических степлеров,Импорт 1С
Х13235975,"Скобы BOSCH 1.609.200.368 (тип 53, 14 мм)",458108,Скобы для электрических степлеров,Импорт 1С
Х1308808,"Скобы BOSCH 1.609.200.326 (тип 53, 6 мм)",458109,Скобы для электрических степлеров,Импорт 1С
Х1308809,"Скобы BOSCH 1.609.200.365 (тип 53, 8 мм)",458110,Скобы для электрических степлеров,Импорт 1С
Х1308580,"ЗУБР 31620-08 Скобы тип 53 8мм,красные",458111,Скобы для электрических степлеров,Импорт 1С
Х1308581,"Скобы ЗУБР тип 53 10 мм, красные 31620-10",458112,Скобы для электрических степлеров,Импорт 1С
901363557,"Набор сверл BOSCH 2.607.019.924, HSS-CO, 2/3/4/5/6/8 мм",458128,Наборы сверл,Импорт 1С
901363556,"Набор алмазных сверл BOSCH 2.607.019.881, 5/6/7/8 мм",458129,Наборы сверл,Импорт 1С
Х1513594,"Набор сверл Форстнера STURM 1055-F7-S35, 5 штук",458130,Наборы сверл,Импорт 1С
901363368,"Сверло по бетону BOSCH 2.608.588.145, CYL-5, 6x100x150 мм",458156,Сверла по бетону,Импорт 1С
901363371,"Сверло по бетону BOSCH 2.608.588.136, 3x50x90 мм",458158,Сверла по бетону,Импорт 1С
901363369,"Сверло по бетону BOSCH CYL-5 2.608.588.151, 8x50x100 мм",458160,Сверла по бетону,Импорт 1С
901363364,"Сверло по бетону и камню ИНТЕРСКОЛ 2035315001000, 10x150/90 мм",458162,Сверла по бетону,Импорт 1С
901363367,"Сверло по бетону и камню ИНТЕРСКОЛ 2035315000800, 8x150/90 мм",458165,Сверла по бетону,Импорт 1С
9013137,Сверло перовое MATRIX 70420 (28 мм),458170,Сверла по дереву,Импорт 1С
9013139,"Сверло по дереву перовое MATRIX 70424, 32 мм",458171,Сверла по дереву,Импорт 1С
9013634164,"Сверло форстнера ЭНКОР 19163, 20 мм",458185,Сверла по дереву,Импорт 1С
9013473403,"Сверло BOSCH 2.608.585.864, HSS-CO, 10 мм",458241,Сверла по металлу,Импорт 1С
9013473394,"Сверло по металлу BOSCH 2.608.585.846, HSS-CO, 4 мм",458242,Сверла по металлу,Импорт 1С
9013473400,"Сверло по металлу BOSCH 2.608.585.855, HSS-CO, 6 мм, 1 штука",458243,Сверла по металлу,Импорт 1С
9013473603,"Сверло по металлу BOSCH 2.608.585.912, HSS-G, 3.2 мм, 2 штуки",458245,Сверла по металлу,Импорт 1С
9013473604,"Сверло BOSCH HSS-G 2.608.596.448 TOPLINE, 4x43 мм, 2 штуки",458246,Сверла по металлу,Импорт 1С
9013473564,"Сверло по металлу HAGWERT 569025 Dinamic-Long 2.5х95 мм, 2 штуки",458249,Сверла по металлу,Импорт 1С
9013473570,"Сверло по металлу Hagwert Dinamic-Long 569060, Р9М3, 6x139 мм",458250,Сверла по металлу,Импорт 1С
9013473571,"Сверло по металлу Hagwert 569080 Dinamic-Long, 8х165 мм",458251,Сверла по металлу,Импорт 1С
9013473599,"Сверло по металлу Makita D-09793, HSS, 8,5x75x117 мм",458253,Сверла по металлу,Импорт 1С
9013473600,"Сверло по металлу Makita D-09830, HSS, 10,5x87x133 мм, цилиндрический хвостовик",458255,Сверла по металлу,Импорт 1С
9013919,"Сверло по металлу Атака, 1,9 мм",458257,Сверла по металлу,Импорт 1С
9013367,"Сверло по металлу Атака, 11,5 мм",458260,Сверла по металлу,Импорт 1С
9013923,"Сверло по металлу Атака, 2.3 мм",458262,Сверла по металлу,Импорт 1С
9013924,"Сверло по металлу Атака 639400, 2.4 мм",458263,Сверла по металлу,Импорт 1С
9013473491,"Сверло по металлу Атака 8076860, HSS-G TiN, 4.6 мм, 1 штука",458268,Сверла по металлу,Импорт 1С
9013945,"Сверло по металлу Атака, 5,6 мм",458272,Сверла по металлу,Импорт 1С
X23738,"Гибкий вал с вибронаконечником ТСС ВВН 6/70ГУ для глубинного вибратора, вес: 17 кг",458387,Валы и вибронаконечники,Импорт 1С
Х1313238,Слесарные тиски STURM 1075-01-200 (200 мм),458397,Тиски,Импорт 1С
Х1313248,Слесарные тиски STURM 1075-04-75 (75 мм),458398,Тиски,Импорт 1С
X129227020445,Гибкий вал с броней Zitrek ЭВ-260-02 (шланг 3 м) для наконечника,458401,Валы и вибронаконечники,Импорт 1С
Х130225534,"Набор ударных головок JONNESWAY S03A8109S, 9 штук",458415,Наборы торцевых головок,Импорт 1С
Х13025296,Набор комбинированных ключей ЭНКОР 26236,458420,Комбинированные ключи,Импорт 1С
Х130225530,"Набор головок глубоких ударных торцевых JONNESWAY S03AD4111S, 11 штук",458422,Наборы торцевых головок,Импорт 1С
Х1313344,"Набор слесарный STAYER MASTER 2370_z01 труборез, развальцовка",458423,Труборезы,Импорт 1С
Х1313106,"Труборез СИБРТЕХ 78710, 12-50 мм",458424,Труборезы,Импорт 1С
Х1313167,Ролик для трубореза СИБРТЕХ 787115 (12-50 мм),458425,Для труборезов,Импорт 1С
Х1313107,Труборез СИБРТЕХ 78715 (25-75 мм),458426,Труборезы,Импорт 1С
Х1313125,Ролик для трубореза СИБРТЕХ (25-75 мм),458427,Для труборезов,Импорт 1С
Х1313237,Слесарные тиски STURM 1075-01-150 (150 мм),458429,Тиски,Импорт 1С
Х1313242,Слесарные тиски STURM 1075-04-140 (140 мм),458430,Тиски,Импорт 1С
Х1313286,Слесарные тиски STURM 1075-04-125 (125 мм),458431,Тиски,Импорт 1С
Х1313235,Слесарные тиски STURM 1075-04-100 (100 мм),458432,Тиски,Импорт 1С
Х1313122,Трубные тиски SPARTA 185705 (10-89 мм),458433,Тиски,Импорт 1С
X1319182155,Слесарные тиски WILTON HEAVY DUTY WI11800 (200 мм),458434,Тиски,Импорт 1С
X1319182154,Слесарные тиски WILTON HEAVY DUTY WI00191 (150 мм),458435,Тиски,Импорт 1С
Х1313290,Тиски Jet Механик WI21800,458440,Тиски,Импорт 1С
Х1313293,Тиски Jet Механик WI21500,458441,Тиски,Импорт 1С
Х1313292,Тиски Jet Механик WI21400,458443,Тиски,Импорт 1С
Х1313291,Тиски Jet Механик WI21300,458444,Тиски,Импорт 1С
Х131160,Кованая G-образная струбцина ЭНКОР 20051 (100 мм),458468,Струбцины,Импорт 1С
Х1313289,Тиски Jet Мастерская WI63304,458499,Тиски,Импорт 1С
Х1313288,Тиски Jet Мастерская WI63302,458500,Тиски,Импорт 1С
Х1313287,Тиски Jet Мастерская WI63301,458501,Тиски,Импорт 1С
Х1313310,Тиски Jet Мастерская WI63300,458502,Тиски,Импорт 1С
Х131170,F-образная струбцина UNIPRO 16506U (120x500 мм),458518,Струбцины,Импорт 1С
Х131154,Набор G-образных струбцин SPARTA 206755 25-50-75 мм,458523,Струбцины,Импорт 1С
Х131153,G-образная струбцина SPARTA 206715 (300 мм),458524,Струбцины,Импорт 1С
Х131152,G-образная струбцина SPARTA 206685 (250 мм),458525,Струбцины,Импорт 1С
Х131151,G-образная струбцина SPARTA 206655 (200 мм),458526,Струбцины,Импорт 1С
Х131149,Струбцина G-образная SPARTA 206625 (150 мм),458527,Струбцины,Импорт 1С
Х131111,G-образная струбцина SPARTA 206565 (100 мм),458528,Струбцины,Импорт 1С
Х131150,G-образная струбцина SPARTA 206505 (50 мм),458529,Струбцины,Импорт 1С
Х1308121,Стеклорез 3-роликовый Россия Профи 87218,458533,Стеклорезы,Импорт 1С
Х130840,Стеклорез алмазный Россия 87225,458534,Стеклорезы,Импорт 1С
X1434,Однотумбовый слесарный верстак Ferrum 01.100,458535,Верстаки и столы,Импорт 1С
Х1308896,"Стеклорез однороликовый Matrix 87264, масляный",458536,Стеклорезы,Импорт 1С
Х130811,"Стеклорез трехроликовый Россия 87217, деревянная ручка",458537,Стеклорезы,Импорт 1С
Х1304113,"Напильник плоский по металлу STURM 1050-01-F200, 200 мм",458562,Напильники,Импорт 1С
Х1304123,"Напильник трехгранный по металлу STURM 1050-01-T200, 200 мм",458564,Напильники,Импорт 1С
Х1304124,"Напильник трехгранный по металлу STURM 1050-01-T250, 250 мм",458565,Напильники,Импорт 1С
901363251,"Сверло по стеклу и кафелю BOSCH 2.608.587.166, 12x90 мм",458647,Сверла по керамике и стеклу,Импорт 1С
901365,"Сверло по стеклу и кафелю BOSCH 2.608.587.158, 4 мм",458648,Сверла по керамике и стеклу,Импорт 1С
901363260,"Сверло по стеклу и керамике Hagwert 576104 Quadro, 4 грани, 4 мм",458649,Сверла по керамике и стеклу,Импорт 1С
901363265,"Сверло по стеклу и керамике Hagwert Quadro 576112, 12 мм, 4 грани",458652,Сверла по керамике и стеклу,Импорт 1С
Х1513801,"Сверло по стеклу MATRIX 72660, 60x67 мм",458653,Сверла по керамике и стеклу,Импорт 1С
901363243,"Сверло по стеклу и керамике Энкор 9385, ф10 мм",458656,Сверла по керамике и стеклу,Импорт 1С
9013946,"Сверло по металлу Атака, 5,7 мм",458657,Сверла по металлу,Импорт 1С
9013947,"Сверло по металлу Атака, HSS-G TiN, 5,8 мм, 10 штук",458658,Сверла по металлу,Импорт 1С
9013948,"Сверло по металлу Атака, 5,9 мм",458659,Сверла по металлу,Импорт 1С
9013952,"Сверло по металлу Атака 793300, 6.4 мм",458660,Сверла по металлу,Импорт 1С
9013954,"Сверло по металлу Атака, 6,9 мм",458661,Сверла по металлу,Импорт 1С
9013956,"Сверло по металлу Атака, 7,1 мм",458665,Сверла по металлу,Импорт 1С
9013473575,"Сверло по металлу Атака 8077140, HSS-G TiN, 7,2 мм, 1 штука",458666,Сверла по металлу,Импорт 1С
9013957,"Сверло по металлу Атака, 7,2 мм",458667,Сверла по металлу,Импорт 1С
9013959,"Сверло по металлу Атака, 7,4 мм",458668,Сверла по металлу,Импорт 1С
9013960,"Сверло по металлу Атака, 7,6 мм",458670,Сверла по металлу,Импорт 1С
9013961,"Сверло по металлу Атака, 7,7 мм",458671,Сверла по металлу,Импорт 1С
9013969,"Сверло по металлу Атака, 8,8 мм",458676,Сверла по металлу,Импорт 1С
9013970,"Сверло по металлу Атака, 8,9 мм",458677,Сверла по металлу,Импорт 1С
9013473588,"Сверло по металлу Атака, 9,1 мм",458678,Сверла по металлу,Импорт 1С
9013473589,"Сверло по металлу Атака 8077370, HSS-G TiN, 9,4 мм, 1 штука",458679,Сверла по металлу,Импорт 1С
9013320,"Сверло по металлу Атака, 9,5 мм",458680,Сверла по металлу,Импорт 1С
9013338,"Сверло по металлу ЗУБР 4-29605-142-11-К5, Р4М2, 11 мм, 5 штук",458682,Сверла по металлу,Импорт 1С
Х1513467,"Сверло с цилиндрическим хвостовиком, 10,5 мм",458687,Сверла по металлу,Импорт 1С
Х1513429,"Сверло по металлу ВиЗ 5001051, P6M5, 5,5 мм",458692,Сверла по металлу,Импорт 1С
Х1513455,"Сверло по металлу ВиЗ, P6M5, 8,5 мм",458694,Сверла по металлу,Импорт 1С
Х1513459,"Сверло по металлу ВиЗ, P6M5, 9,5 мм",458695,Сверла по металлу,Импорт 1С
9013319,"Сверло по металлу Энкор 25020, 2.0 мм, Р6М5",458700,Сверла по металлу,Импорт 1С
9013342,"Сверло по металлу ЭНКОР 25045, 4,5 мм",458705,Сверла по металлу,Импорт 1С
90131197,"Сверло по металлу ЭНКОР 25055, P6M5, 5,5 мм, 10 штук в упаковке, цена за 1 штуку",458708,Сверла по металлу,Импорт 1С
90131198,"Сверло по металлу ЭНКОР 25062, 6,2 мм",458710,Сверла по металлу,Импорт 1С
9013473438,"Сверло по металлу ЭНКОР 25081, 8,1 мм",458712,Сверла по металлу,Импорт 1С
9013355,"Сверло по металлу ЭНКОР 25083, P6M5, 8,3 мм, 5 штук в упаковке, цена за 1 штуку",458714,Сверла по металлу,Импорт 1С
9013356,"Сверло по металлу ЭНКОР 25085, 8.5 мм, P6M5, 5 штук в упаковке, цена за 1 штуку",458715,Сверла по металлу,Импорт 1С
9013473440,"Сверло по металлу ЭНКОР 25098, Р6М5, 9.8 мм, 5 штук в упаковке, цена за 1 штуку",458716,Сверла по металлу,Импорт 1С
9013359,"Сверло по металлу ЭНКОР 25100, 10 мм",458717,Сверла по металлу,Импорт 1С
9013360,"Сверло по металлу ЭНКОР 25105, P6M5, 10.5 мм, 5 штук в упаковке, цена за 1 штуку",458718,Сверла по металлу,Импорт 1С
9013473442,"Сверло по металлу ЭНКОР 25110, P6M5, 11 мм, 5 штук в упаковке, цена за 1 штуку",458719,Сверла по металлу,Импорт 1С
9013473443,"Сверло по металлу ЭНКОР 25115, P6M5, 11.5 мм, 5 штук в упаковке, цена за 1 штуку",458720,Сверла по металлу,Импорт 1С
9013361,"Сверло по металлу ЭНКОР 25120, 12 мм",458721,Сверла по металлу,Импорт 1С
9013363,"Сверло по металлу ЭНКОР 25125, 12.5 мм",458722,Сверла по металлу,Импорт 1С
9013364,"Сверло по металлу ЭНКОР 25130, P6M5, 13 мм, 5 штук в упаковке, цена за 1 штуку",458723,Сверла по металлу,Импорт 1С
X13211513,Двойная сумка-пояс MATRIX для дома 90240 (20 карманов),458786,Ящики для инструментов,Импорт 1С
X13211518,Поясной подсумок MATRIX 90242 (8 карманов),458787,Ящики для инструментов,Импорт 1С
X13211509,"Сумка для инструмента MATRIX 90252 (18 карманов, 510x210x360 мм)",458788,Ящики для инструментов,Импорт 1С
90033,"Зубило BOSCH 2.608.690.124 (SDS-Max, 25x400 мм)",458841,Зубила,Импорт 1С
900395,"Пика Metabo 623463000 (SDS-Max, 400 мм)",458847,Пики,Импорт 1С
9003123,Пика ЭНКОР 9780 (HEX 30),458849,Пики,Импорт 1С
X1317120251,"Патрон BOSCH 2.608.572.213 (SDS-Plus, для перфоратора 2-26 DFR)",458851,Патроны,Импорт 1С
Х150878107,"Набор бит с торцевой головкой ЗУБР МАСТЕР 26392-13-02, 13x45 мм, 2 шт",458862,Биты с торцевой головкой (для гаек),Импорт 1С
9003130,Долото DeWalt DT 6940 (400 мм),458863,Долота,Импорт 1С
90035,"Пикообразное долото Makita P-16237 (SDS-Max, 280 мм)",458864,Долота,Импорт 1С
9003106,Пикообразное долото Makita D-17675,458866,Долота,Импорт 1С
900393,"Острое долото ИНТЕРСКОЛ 2020241000000 (HEX 30, 410 мм)",458867,Долота,Импорт 1С
9007123,"Шлифлента ЭНКОР 20228 (75x457 мм, К220)",458871,Шлифовальные ленты,Импорт 1С
900797,"Шлифлента ЭНКОР 20229 (75x457 мм, К280)",458872,Шлифовальные ленты,Импорт 1С
9007113,"Шлифлента ЭНКОР 20248 (100x610 мм, К280)",458877,Шлифовальные ленты,Импорт 1С
9007143,"Шлифлента ЭНКОР 55136 (100x910 мм, К180)",458879,Шлифовальные ленты,Импорт 1С
Х1303139,Резиновая киянка MATRIX 11196 (450 г),458883,Киянки,Импорт 1С
Х130359,Резиновая киянка MATRIX 11195 (225 г),458884,Киянки,Импорт 1С
Х1304117,"Напильник полукруглый по металлу STURM 1050-01-HR200, 200 мм",458906,Напильники,Импорт 1С
Х1304119,"Напильник круглый по металлу STURM 1050-01-R200, 200 мм",458908,Напильники,Импорт 1С
Х1304122,"Напильник квадратный по металлу STURM 1050-01-S250, 250 мм",458909,Напильники,Импорт 1С
Х1304121,"Напильник квадратный по металлу STURM 1050-01-S200, 200 мм",458910,Напильники,Импорт 1С
X1319182256,Набор напильников STAYER 1682-20-H5 №2,458911,Комплекты напильников,Импорт 1С
X1317131029,"Шлифовальная тарелка жесткая BOSCH 2.608.601.116 (150 мм, для эксцентриковых шлифмашин GEX)",458938,Шлифовальные чаши и тарелки,Импорт 1С
X1317131023,Шлифовальная тарелка жесткая BOSCH 2.608.000.352 GEX 125-1 AE,458939,Шлифовальные чаши и тарелки,Импорт 1С
X1317131027,"Мягкая шлифовальная тарелка BOSCH 2.608.601.114 (150 мм, для эксцентриковых шлифмашин GEX)",458941,Шлифовальные чаши и тарелки,Импорт 1С
X1317131021,Шлифовальная тарелка мягкая BOSCH 2.608.000.351 (для эксцентриковых шлифмашин GEX 125-1 AE),458942,Шлифовальные чаши и тарелки,Импорт 1С
X1317131025,"Средняя шлифовальная тарелка BOSCH 2.608.601.118 (125 мм, для эксцентриковых шлифмашин GEX)",458943,Шлифовальные чаши и тарелки,Импорт 1С
X1317131028,"Средняя шлифовальная тарелка BOSCH 2.608.601.115 (150 мм, для эксцентриковых шлифмашин GEX)",458944,Шлифовальные чаши и тарелки,Импорт 1С
X1317131022,Средняя шлифовальная тарелка BOSCH 2.608.000.349 (для эксцентриковых шлифмашин GEX 125-1 AE),458945,Шлифовальные чаши и тарелки,Импорт 1С
Х13032402,Кирка с фибергласовой рукояткой MATRIX 21830 (1500 г),458992,Кирки,Импорт 1С
X131713113884,"Шлифовальный лист для ПШМ ИНТЕРСКОЛ (зернистость 120, 115x280 мм)",458994,Шлифовальные листы,Импорт 1С
X1317131102,"Шлифовальный лист для ПШМ ИНТЕРСКОЛ (зернистость 180, 115x280 мм, 10 шт.) 2080628018000",458995,Шлифовальные листы,Импорт 1С
X1317131125,"Шлифовальный лист для ПШМ-32/130 ИНТЕРСКОЛ 2085714012001 (85,55x140 мм, К120, 5 шт.)",458996,Шлифовальные листы,Импорт 1С
X1317131109,"Шлифовальный лист для ПШМ ИНТЕРСКОЛ (зернистость 40, 115x280 мм)",458998,Шлифовальные листы,Импорт 1С
X131713113885,"Шлифовальный лист для ПШМ ИНТЕРСКОЛ (зернистость 60, 115x280 мм)",458999,Шлифовальные листы,Импорт 1С
X1317131115,Шлифлист для МФЭ-260 ЭНКОР 50492 (К80),459001,Шлифовальные листы,Импорт 1С
Х1317189,"Гофрированная щетка для дрели Атака (N139, d-38)",459003,Щетки для дрелей и шуруповертов,Импорт 1С
Х1317284,"Чашечная щетка BOSCH 2.608.622.060 (75 мм, M14, нержавеющая сталь)",459006,Щетки для УШМ,Импорт 1С
Х131712290,"Щетка для браншировки FELISATTI 927420170 (110x100 мм, K80, нейлон с абразивом)",459007,Щетки для УШМ,Импорт 1С
Х11104,"Витая круглая щетка для УШМ Атака (N132, 75 мм)",459009,Щетки для УШМ,Импорт 1С
Х131712280,"Щетка чашечная для УШМ ЭНКОР 51547 (М14, 100 мм, сталь, витая)",459012,Щетки для УШМ,Импорт 1С
77777X9009150,Пилки для лобзика по дереву BOSCH 2.608.633.A37 Т301BCP (HCS),459015,Пилки для электрических лобзиков,Импорт 1С
Х1308661,Набор насадок для гравера STURM GM2316F-100 (100 шт.),459025,Насадки для граверов,Импорт 1С
Х1308286,Набор насадок для гравера STURM GM2316F-65 (65 шт.),459026,Насадки для граверов,Импорт 1С
Х130883213,Набор мини-насадок ЗУБР 35901-Н208 для гравера 208пр.,459027,Насадки для граверов,Импорт 1С
90164125,Переходник с шестигранным хвостовиком BOSCH Power Change PROGRESSOR 2.608.584.674,459029,Коронки,Импорт 1С
Х130195,"Зубило-керн по бетону GROSS 18803, резиновая рукоятка с протектором",459051,Ручные зубила,Импорт 1С
Х130196,"Зубило-скарпель плоское по бетону GROSS 18703, для камня, резиновая рукоятка с протектором",459052,Ручные зубила,Импорт 1С
Х130197,"Зубило-скарпель плоское по бетону GROSS 18701, с протектором",459053,Ручные зубила,Импорт 1С
Х130117,"Слесарное плоское зубило 18788, по металлу, длина: 300 мм, ширина: 26 мм",459054,Ручные зубила,Импорт 1С
Х130135,Слесарное плоское зубило 18785,459055,Ручные зубила,Импорт 1С
Х130118,"Слесарное плоское зубило 18782, длина: 200 мм, ширина: 20 мм",459056,Ручные зубила,Импорт 1С
Х130133,"Слесарное плоское зубило 18779, длина: 160 мм, ширина: 16 мм",459057,Ручные зубила,Импорт 1С
901627888,Биметаллическая коронка BOSCH PROGRESSOR 2.608.584.641 (60 мм),459079,Коронки,Импорт 1С
Х150157735,"Сверлильная коронка ИНТЕРСКОЛ 2013110008000 (SDS-Max, 80x4,8 мм, 10 зубьев)",459081,Коронки,Импорт 1С
901627897,"Сверло алмазное сегментное DIAM 312045 (92x400 мм, 1 1/4, мокрое сверление)",459082,Коронки для алмазного бурения,Импорт 1С
901627884,Биметаллическая коронка BOSCH PROGRESSOR 2.608.584.621 (27 мм),459090,Коронки,Импорт 1С
901627886,Биметаллическая коронка BOSCH PROGRESSOR 2.608.584.624 (32 мм),459091,Коронки,Импорт 1С
901627894,Биметаллическая коронка BOSCH PROGRESSOR 2.608.584.639 (57 мм),459092,Коронки,Импорт 1С
901622583,Пильная коронка BOSCH PROGRESSOR 2.608.584.658 (108 мм),459101,Коронки,Импорт 1С
901622578,Биметаллическая коронка по металлу MATRIX 72414 (14 мм),459102,Коронки,Импорт 1С
901622584,Биметаллическая коронка по металлу MATRIX 72422 (22 мм),459103,Коронки,Импорт 1С
901622574,Биметаллическая коронка по металлу MATRIX 72425 (25 мм),459104,Коронки,Импорт 1С
901622572,Биметаллическая коронка MATRIX 72429 (29 мм),459105,Коронки,Импорт 1С
901622566,Биметаллическая коронка MATRIX 72435 (35 мм),459107,Коронки,Импорт 1С
901622571,Биметаллическая коронка по металлу MATRIX 72440 (40 мм),459108,Коронки,Импорт 1С
901622567,Биметаллическая коронка MATRIX 72441 (41 мм),459109,Коронки,Импорт 1С
901622557,Биметаллическая коронка MATRIX 72444 (44 мм),459110,Коронки,Импорт 1С
901622576,Биметаллическая коронка MATRIX 72448 (48 мм),459111,Коронки,Импорт 1С
901622570,Биметаллическая коронка MATRIX 72454 (54 мм),459112,Коронки,Импорт 1С
901622577,Биметаллическая коронка MATRIX 72457 (57 мм),459113,Коронки,Импорт 1С
901657,Биметаллическая коронка MATRIX 72460 (60 мм),459114,Коронки,Импорт 1С
901622580,Биметаллическая коронка MATRIX 72476 (76 мм),459115,Коронки,Импорт 1С
901622581,Биметаллическая коронка MATRIX 72483 (83 мм),459116,Коронки,Импорт 1С
901622573,Биметаллическая коронка MATRIX 72498 (127 мм),459117,Коронки,Импорт 1С
901622565,Биметаллическая коронка MATRIX 72432 (32 мм),459121,Коронки,Импорт 1С
901622558,Биметаллическая коронка MATRIX 72468 (68 мм),459122,Коронки,Импорт 1С
90169527,"Набор буров ЗУБР МАСТЕР 29315-H4 (SDS-Plus, 4 шт.)",459123,Наборы буров,Импорт 1С
Х13021101,Ключ гаечный комбинированный ЭНКОР 26214 (19x19 мм),459128,Комбинированные ключи,Импорт 1С
9016589321,"Бур для перфоратора по бетону BOSCH 2.608.585.603, SDS Plus, 6x400/465 мм",459140,Буры,Импорт 1С
9016589349,"Бур BOSCH 1.618.596.174, SDS-Plus, 8x150/215 мм",459141,Буры SDS-Plus,Импорт 1С
Х150137,"Бур DREBO 2420 (SDS-Plus, 8x210/150 мм)",459144,Буры SDS-Plus,Импорт 1С
9016589398,"Бур Makita B-11891 (SDS-Plus, 12x200x260 мм)",459157,Буры SDS-Plus,Импорт 1С
9016589363,"Бур Makita D-00016, SDS-Plus, 4x50/110 мм",459159,Буры SDS-Plus,Импорт 1С
9016616,"Бур по бетону Makita D-00038, SDS Plus, 5x100/160 мм",459160,Буры SDS-Plus,Импорт 1С
Х1501296,"Бур для перфоратора по бетону Makita D-00050, SDS Plus, 6x50/110 мм",459161,Буры,Импорт 1С
Х1501297,"Бур для перфоратора по бетону Makita D-00066, SDS Plus, 6x100/160 мм",459162,Буры,Импорт 1С
9016795,"Бур Makita D-00131, SDS-Plus, 8x100/160 мм",459164,Буры,Импорт 1С
9016617,"Бур по бетону Makita D-00153, для патрона SDS Plus, 8x200/260 мм",459165,Буры,Импорт 1С
9016796,"Бур Makita D-00175 (SDS-Plus, 10x100/160 мм)",459166,Буры,Импорт 1С
9016589359,"Бур Makita D-00197, SDS-Plus, 10x200/260 мм",459167,Буры SDS-Plus,Импорт 1С
Х1501387,"Бур по бетону Makita D-00206, для патрона SDS Plus, 10x250/310 мм",459168,Буры,Импорт 1С
9016589361,"Бур Makita D-00228, SDS-Plus, 12x100/160 мм",459169,Буры SDS-Plus,Импорт 1С
Х1501266,"Бур Makita D-00234, SDS-Plus, 12x150/210 мм",459170,Буры SDS-Plus,Импорт 1С
9016589324,"Бур Metabo 626186000 (SDS-Plus, 10x160/100 мм)",459175,Буры SDS-Plus,Импорт 1С
9016589330,"Бур Metabo 626173000 (SDS-Plus, 5x160/100 мм)",459176,Буры SDS-Plus,Импорт 1С
9016589397,"Бур ЗУБР по бетону, хвостовик ""SDS-Plus"", самоцентрирующийся наконечник, спиральS4, 10x310мм 29314-310-10",459181,Буры SDS-Plus,Импорт 1С
9016301,"Бур ЭНКОР 10916 (SDS-Plus, 10x210/150 мм, усиленный)",459182,Буры SDS-Plus,Импорт 1С
9016309,"Бур ЭНКОР 10918 (SDS-Plus, 14x210/150 мм, усиленный)",459183,Буры SDS-Plus,Импорт 1С
Х1513763,"Бур ЭНКОР 10920 (SDS-Plus, 18x210/150 мм, усиленный)",459185,Буры SDS-Plus,Импорт 1С
9016266,"Бур ЭНКОР 10927 (SDS-Plus, 14x200х260 мм, усиленный)",459187,Буры SDS-Plus,Импорт 1С
9016269,"Бур ЭНКОР 10929 (SDS-Plus, 18x200х260 мм, усиленный)",459189,Буры SDS-Plus,Импорт 1С
9016510,"Бур ЭНКОР 10931 (SDS-Plus, 22x260/200 мм, усиленный)",459191,Буры SDS-Plus,Импорт 1С
Х1513953,"Бур ЭНКОР 10937 (SDS-Plus, 14x310/250 мм, усиленный)",459194,Буры SDS-Plus,Импорт 1С
9016678,"Бур ЭНКОР 10949 (SDS-Plus, 18x410/350 мм, усиленный)",459197,Буры SDS-Plus,Импорт 1С
9016268,"Бур ЭНКОР 10957 (SDS-Plus, 14x400/460 мм, усиленный)",459200,Буры SDS-Plus,Импорт 1С
9016307,"Бур ЭНКОР 10960 (SDS-Plus, 20x460/400 мм, усиленный)",459202,Буры SDS-Plus,Импорт 1С
9016271,"Бур ЭНКОР 10962 (SDS-Plus, 24x460/400 мм, усиленный)",459203,Буры SDS-Plus,Импорт 1С
Х1513764,"Бур ЭНКОР 10988 (SDS-Plus, 20x1000/940 мм, усиленный)",459224,Буры SDS-Plus,Импорт 1С
Х1501577161,"Бур Makita Zentro (SDS-max, 22х400х520 мм) P-77861",459245,Буры SDS-max,Импорт 1С
901693,"Проломной бур Makita P-64375 (SDS-Max, 65x310 мм)",459246,Буры SDS-max,Импорт 1С
Х1501577111,"Бур ЭНКОР 24087 (SDS-Max, 20x1000 мм)",459256,Буры SDS-max,Импорт 1С
Х1501577150,"Бур ЭНКОР 24090 (SDS-Max, 25x1000/840 мм)",459257,Буры SDS-max,Импорт 1С
901615622,"Магнитный держатель с фиксатором Makita P-05985 (шестигранный хвостовик, 1/4"", 75 мм)",459260,Прочие насадки для дрелей и шуруповертов,Импорт 1С
X3876900,Триммерная головка ECHO Maxi-Cut 215311,459265,Головки триммерные,Импорт 1С
X1861250864,Триммерная головка HUSQVARNA T35X 5784465-01,459266,Головки триммерные,Импорт 1С
X1861250847,"Триммерная головка HUSQVARNA Т25,М 5784461-01",459267,Головки триммерные,Импорт 1С
X1861250849,"Триммерная головка HUSQVARNA Т35 М1, 5784464-01",459268,Головки триммерные,Импорт 1С
X1861250848,"Триммерная головка HUSQVARNA Т35,М 5784463-01",459269,Головки триммерные,Импорт 1С
